ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1718360820000,66877.5,66944.1,66877.5,66931.9,4.07408624,272605.272439924,272605.272439924,1
1718360640000,66912.7,66916.8,66862.4,66875.4,4.12016372,275595.352825542,275595.352825542,1
1718360460000,66971.0,66990.2,66905.6,66912.7,5.89293242,394447.558817511,394447.558817511,1
1718360280000,67011.8,67021.0,66945.5,66971.0,3.93579386,263563.539144345,263563.539144345,1
1718360100000,66958.2,67011.4,66957.6,67011.4,5.23357667,350543.284241356,350543.284241356,1
1718359920000,66964.1,66977.6,66944.2,66958.3,1.17005856,78345.242981714,78345.242981714,1
1718359740000,66944.0,66969.9,66923.2,66964.2,3.37670542,226072.897753407,226072.897753407,1
1718359560000,66880.1,66943.9,66833.0,66943.9,6.07156439,406058.454237177,406058.454237177,1
1718359380000,66946.9,66946.9,66878.5,66880.1,6.56789986,439427.521223513,439427.521223513,1
1718359200000,66921.5,66954.7,66920.1,66947.0,4.6196643,309202.322112624,309202.322112624,1
1718359020000,66925.0,66947.3,66917.1,66921.5,3.89059144,260418.733443535,260418.733443535,1
1718358840000,66968.4,66974.3,66900.0,66923.7,3.32100835,222300.391832953,222300.391832953,1
1718358660000,66957.0,66983.3,66957.0,66967.6,1.1128846,74524.574866453,74524.574866453,1
1718358480000,66959.1,66981.4,66952.3,66957.1,6.22310845,416707.356382171,416707.356382171,1
1718358300000,66938.9,66977.5,66935.4,66959.0,6.01620608,402812.423689256,402812.423689256,1
1718358120000,66940.4,66948.9,66907.1,66938.9,12.80465737,857072.587758006,857072.587758006,1
1718357940000,67003.9,67018.0,66939.5,66940.3,18.14741957,1215434.928856553,1215434.928856553,1
1718357760000,67019.9,67033.5,67000.5,67004.0,4.31582012,289218.432998856,289218.432998856,1
1718357580000,67032.9,67052.6,67000.0,67020.0,2.83270155,189850.569625601,189850.569625601,1
1718357400000,67068.0,67074.2,66990.6,67032.9,5.20345721,348757.731673191,348757.731673191,1
1718357220000,67123.0,67139.6,67068.0,67068.1,5.14850726,345491.072712298,345491.072712298,1
1718357040000,67071.8,67128.4,67071.8,67125.7,1.74523468,117106.95820413,117106.95820413,1
1718356860000,67021.5,67070.0,67021.4,67070.0,3.48366885,233548.995382503,233548.995382503,1
1718356680000,67044.2,67047.4,66998.1,67016.0,7.6936401,515641.684914826,515641.684914826,1
1718356500000,67082.8,67082.8,67034.9,67044.1,5.20096271,348701.41537927,348701.41537927,1
1718356320000,67060.0,67088.5,66992.6,67082.7,31.70781298,2125308.505687115,2125308.505687115,1
1718356140000,67082.2,67103.7,67060.4,67060.4,3.9710068,266399.329231068,266399.329231068,1
1718355960000,67085.0,67102.9,67070.4,67082.2,2.07731548,139357.528669057,139357.528669057,1
1718355780000,67099.9,67134.5,67085.0,67085.1,3.19954543,214701.815570115,214701.815570115,1
1718355600000,67149.1,67149.1,67056.5,67099.9,11.05976194,742037.956600416,742037.956600416,1
1718355420000,67131.4,67184.8,67128.6,67151.9,7.08390781,475736.592469477,475736.592469477,1
1718355240000,67179.9,67198.9,67134.9,67134.9,11.67377889,784240.846159311,784240.846159311,1
1718355060000,67204.3,67211.1,67163.2,67172.4,4.31159824,289649.663043517,289649.663043517,1
1718354880000,67191.9,67220.0,67176.9,67211.0,4.61226027,309943.189321206,309943.189321206,1
1718354700000,67157.2,67228.3,67121.9,67192.0,9.38551105,630252.723398358,630252.723398358,1
1718354520000,67164.1,67180.5,67145.1,67157.5,3.46951481,233006.977553148,233006.977553148,1
1718354340000,67138.6,67193.3,67110.8,67164.1,5.17232432,347397.598809207,347397.598809207,1
1718354160000,67112.0,67151.9,67112.0,67138.6,1.64298499,110299.877199527,110299.877199527,1
1718353980000,67124.8,67139.9,67071.8,67111.9,4.67558898,313699.036819588,313699.036819588,1
1718353800000,67143.9,67173.7,67110.2,67118.0,6.22059544,417575.25877649,417575.25877649,1
1718353620000,67099.5,67176.5,67099.5,67149.6,3.72426078,250079.026495317,250079.026495317,1
1718353440000,67139.2,67166.3,67092.0,67098.6,6.16319538,413703.132693864,413703.132693864,1
1718353260000,67158.9,67231.7,67117.3,67141.0,9.27538102,623255.629458746,623255.629458746,1
1718353080000,67165.0,67266.0,67158.8,67158.9,21.10301615,1418100.912202245,1418100.912202245,1
1718352900000,67192.0,67192.0,67127.5,67165.0,17.30431855,1162059.212168729,1162059.212168729,1
1718352720000,67123.1,67218.1,67092.0,67192.0,11.6816439,784687.019408948,784687.019408948,1
1718352540000,66999.9,67128.0,66999.9,67125.7,10.32345794,692487.465678556,692487.465678556,1
1718352360000,66928.6,67000.0,66924.9,67000.0,2.69146001,180209.974931946,180209.974931946,1
1718352180000,66898.9,66954.7,66864.3,66924.9,5.39393455,360961.988983221,360961.988983221,1
1718352000000,66908.9,66953.7,66891.3,66899.0,7.33392294,490806.254809465,490806.254809465,1
1718351820000,67019.4,67039.9,66895.3,66908.8,16.6331279,1113849.530479452,1113849.530479452,1
1718351640000,67049.1,67083.7,67016.0,67019.4,9.17766558,615367.243189804,615367.243189804,1
1718351460000,67028.4,67099.0,67028.4,67045.3,14.13521932,948083.963659407,948083.963659407,1
1718351280000,66992.1,67036.7,66988.3,67028.4,28.84733395,1933108.73608482,1933108.73608482,1
1718351100000,66956.6,67034.8,66956.6,66992.6,13.71820868,919172.758992067,919172.758992067,1
1718350920000,66953.9,66964.6,66932.1,66956.6,10.20011054,682882.670744027,682882.670744027,1
1718350740000,66962.5,66989.5,66953.6,66953.6,12.76142149,854635.410864085,854635.410864085,1
1718350560000,66941.9,66975.9,66941.9,66962.4,17.89743451,1198405.325214666,1198405.325214666,1
1718350380000,66931.5,66973.9,66917.9,66941.9,15.35790468,1028068.921775904,1028068.921775904,1
1718350200000,66943.8,66967.4,66907.1,66931.5,21.72483141,1454154.342139282,1454154.342139282,1
1718350020000,66958.4,66971.1,66940.0,66943.8,23.92124818,1601508.567681552,1601508.567681552,1
1718349840000,67000.1,67000.1,66950.3,66958.4,29.36738899,1966775.741262803,1966775.741262803,1
1718349660000,66981.7,67021.0,66980.9,67000.0,5.12548691,343407.258179169,343407.258179169,1
1718349480000,67029.2,67035.2,66970.7,66981.7,12.61276803,844979.182595366,844979.182595366,1
1718349300000,67011.7,67064.8,67001.4,67029.1,7.09893557,475845.610734715,475845.610734715,1
1718349120000,67002.0,67032.7,67000.1,67011.7,10.20272171,683739.175381429,683739.175381429,1
1718348940000,67002.5,67038.4,66969.8,67002.0,13.18683407,883577.480581189,883577.480581189,1
1718348760000,66986.4,67005.1,66967.8,67002.5,8.03678221,538369.585240911,538369.585240911,1
1718348580000,67001.3,67007.4,66968.3,66986.4,11.36207853,761179.743002459,761179.743002459,1
1718348400000,66960.0,67046.7,66956.2,67001.2,7.45389525,499355.136848767,499355.136848767,1
1718348220000,66969.0,66999.9,66960.1,66960.1,11.92732597,798845.235101836,798845.235101836,1
1718348040000,66988.6,66989.4,66943.9,66969.0,6.46280711,432849.991540557,432849.991540557,1
1718347860000,66964.3,67010.7,66940.3,66988.5,9.92863112,664994.281855772,664994.281855772,1
1718347680000,67008.9,67035.1,66960.0,66967.8,10.26774479,687868.102454459,687868.102454459,1
1718347500000,66978.8,67058.4,66942.0,67014.5,12.59013441,843794.941452742,843794.941452742,1
1718347320000,66940.1,66995.1,66940.1,66975.3,7.70005754,515615.259468803,515615.259468803,1
1718347140000,66895.1,66950.0,66885.4,66940.1,5.08392725,340214.6060934,340214.6060934,1
1718346960000,66944.8,66944.8,66888.0,66895.1,8.85030961,592145.004110134,592145.004110134,1
1718346780000,66980.2,66983.9,66902.5,66944.8,5.5026254,368395.961909839,368395.961909839,1
1718346600000,66918.1,66980.1,66878.5,66980.1,6.46545734,432662.470775397,432662.470775397,1
1718346420000,66976.1,67025.1,66900.1,66913.2,12.18006399,815768.976948097,815768.976948097,1
1718346240000,67091.9,67098.7,66976.1,66976.1,11.55828213,774914.072508566,774914.072508566,1
1718346060000,67090.8,67101.8,67069.6,67091.8,5.29290996,355111.036963836,355111.036963836,1
1718345880000,67079.5,67121.2,67069.3,67090.8,8.00644866,537151.324352368,537151.324352368,1
1718345700000,67034.6,67096.8,67024.0,67079.5,1.66469921,111639.952410056,111639.952410056,1
1718345520000,67017.8,67059.0,67002.2,67034.6,2.63840045,176877.434200635,176877.434200635,1
1718345340000,66999.9,67020.8,66980.0,67017.8,4.18264907,280235.163866405,280235.163866405,1
1718345160000,66983.4,67019.9,66955.6,67000.0,3.97225327,266066.005728349,266066.005728349,1
1718344980000,67016.8,67016.9,66950.1,66983.5,4.99954829,334854.811416334,334854.811416334,1
1718344800000,67065.3,67096.1,67016.8,67016.9,12.72507526,853071.19068884,853071.19068884,1
1718344620000,67100.0,67138.3,67058.4,67058.4,23.55042246,1579930.58218436,1579930.58218436,1
1718344440000,67004.0,67112.3,67003.9,67100.0,9.83702552,659623.821687601,659623.821687601,1
1718344260000,67049.8,67049.8,67004.0,67004.0,6.3577246,426131.476170318,426131.476170318,1
1718344080000,67095.0,67162.1,67043.4,67049.8,8.52651381,572135.914857442,572135.914857442,1
