ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1718197200000,69330.5,69660.0,69084.1,69325.1,594.42805055,41228728.67101596,41228728.67101596,1
1718193600000,67786.5,69485.1,67744.1,69324.8,1570.00918335,108184398.95507868,108184398.95507868,1
1718190000000,68000.3,68021.1,67713.9,67785.5,102.18293307,6931106.581777935,6931106.581777935,1
1718186400000,67747.1,68055.0,67747.1,68000.1,377.78484874,25662638.922030933,25662638.922030933,1
1718182800000,67396.0,67800.0,67351.3,67747.1,221.7587676,14990755.577821594,14990755.577821594,1
1718179200000,67459.1,67552.4,67380.1,67396.0,327.81130478,22121847.897768795,22121847.897768795,1
1718175600000,67278.0,67492.4,67230.1,67459.2,188.31666536,12685557.646311052,12685557.646311052,1
1718172000000,67258.3,67400.0,67258.3,67277.9,359.84437129,24233349.472911384,24233349.472911384,1
1718168400000,67485.2,67521.0,67200.1,67258.4,563.98640171,37996534.94797612,37996534.94797612,1
1718164800000,67409.9,67606.7,67373.1,67485.1,273.10961037,18438617.18721568,18438617.18721568,1
1718161200000,67408.0,67488.9,67316.2,67409.9,118.74604979,8005174.80202794,8005174.80202794,1
1718157600000,67169.6,67602.7,67114.8,67408.0,398.39741752,26879130.133297842,26879130.133297842,1
1718154000000,67188.0,67242.9,66892.4,67169.6,293.97026686,19710066.803535458,19710066.803535458,1
1718150400000,67312.2,67433.4,67169.2,67188.0,137.80037351,9266525.769202732,9266525.769202732,1
1718146800000,67361.0,67578.0,67300.0,67314.5,162.92088323,10990278.716470707,10990278.716470707,1
1718143200000,67395.1,67573.9,67304.8,67360.9,99.56199059,6715226.80382019,6715226.80382019,1
1718139600000,67290.2,67395.1,67196.6,67395.0,75.84823753,5105041.262956155,5105041.262956155,1
1718136000000,67402.1,67494.4,67168.8,67290.2,155.96811516,10500263.814902592,10500263.814902592,1
1718132400000,67119.4,67585.0,67062.1,67400.1,277.93952698,18711145.827557884,18711145.827557884,1
1718128800000,66762.4,67232.0,66633.1,67119.3,256.19458943,17163191.89109076,17163191.89109076,1
1718125200000,66484.0,66800.0,66169.6,66765.9,340.44946688,22639146.871585544,22639146.871585544,1
1718121600000,66230.2,66737.7,66153.9,66484.0,601.41671286,40015227.4247707,40015227.4247707,1
1718118000000,66846.1,67060.2,66000.0,66230.3,1430.22477136,95027961.45698921,95027961.45698921,1
1718114400000,66812.0,67095.9,66771.9,66846.2,243.56703459,16305295.900700858,16305295.900700858,1
1718110800000,67028.2,67280.0,66520.0,66818.7,555.94141644,37203730.18449342,37203730.18449342,1
1718107200000,66902.5,67189.4,66800.0,67021.8,325.33151419,21796791.373246714,21796791.373246714,1
1718103600000,66961.1,67113.6,66764.1,66901.7,312.4959214,20910021.734559156,20910021.734559156,1
1718100000000,67092.4,67286.6,66728.7,66961.3,445.25813468,29862895.614398792,29862895.614398792,1
1718096400000,67518.2,67661.7,66870.1,67092.7,619.90427362,41690568.1293299,41690568.1293299,1
1718092800000,67576.2,67647.3,67278.8,67518.2,321.49728011,21688159.750464685,21688159.750464685,1
1718089200000,67716.0,67849.4,67528.0,67568.9,649.2410503,43975888.408905804,43975888.408905804,1
1718085600000,67900.1,67979.6,67300.9,67730.0,785.65482763,53145958.21039588,53145958.21039588,1
1718082000000,68037.5,68104.6,67658.0,67900.1,410.03272336,27836901.268453788,27836901.268453788,1
1718078400000,68464.8,68464.8,67618.2,68037.5,1508.23974491,102622212.41306587,102622212.41306587,1
1718074800000,68262.7,68484.7,68168.1,68464.8,358.95566649,24537139.679367963,24537139.679367963,1
1718071200000,68712.0,68931.6,67891.0,68262.6,1527.91344845,104357758.83628178,104357758.83628178,1
1718067600000,69416.6,69523.5,68395.0,68712.1,1630.32310336,112310153.801315,112310153.801315,1
1718064000000,69545.0,69583.5,69400.0,69416.5,115.40186994,8018585.61994184,8018585.61994184,1
